frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score,violation,confirmed
56,5.0,[1245.7583228970932 631.2687850089176 1855.3833547915258 1010.5966612254949],[1593.39697265625 793.7840576171875 1716.685546875 840.4820556640625],0.7559919953346252,DIETT,0.0022650866568387526
58,5.0,[1236.611700533596 632.1510002977867 1826.7271743131196 999.5614347882989],[1571.252197265625 788.3684692382812 1691.343017578125 830.7291870117188],0.7422717809677124,I603TOE,0.21664665224434665
70,5.0,[1201.6746970490221 636.7568307178412 1673.49763567423 945.5208637666967],[1467.3592529296875 765.6893920898438 1563.2633056640625 804.6967163085938],0.7328258752822876,IB1603,0.5996314786031091
71,5.0,[1199.766783715993 638.0750272473588 1664.2029673790475 943.0748216832344],[1458.95751953125 763.9727783203125 1557.53955078125 803.7024536132812],0.7124149203300476,I693TOE,0.14228382057314587
84,5.0,[1171.5647093690864 656.0690606204487 1555.7752763499916 917.5518140633853],[1381.35595703125 760.9339599609375 1462.072021484375 797.1500244140625],0.6493255496025085,I692IE5,0.12542553258012676
86,5.0,[1167.8128554830266 657.534819301384 1542.289637352858 913.874302922],[1371.7283935546875 760.0182495117188 1455.850341796875 794.5369262695312],0.6626604199409485,I602FE,0.02614248473290382
87,5.0,[1163.9900803595135 657.4216763641941 1533.8526527546971 910.9295380834417],[1365.48486328125 760.508056640625 1448.14306640625 796.3502197265625],0.6698342561721802,J60190E,0.23043143130046914
275,107.0,[235.20670955308998 666.5314223514578 684.5165901529631 926.8162976679563],[334.45074462890625 781.0162353515625 418.7314453125 814.3992919921875],0.6156325340270996,JE1E54,0.2679054798728844
287,107.0,[284.45853935291024 669.9912416136959 678.3793569628219 924.3394669788632],[364.79669189453125 776.4171752929688 463.7648620605469 816.4938354492188],0.6862826347351074,B1064RZL,0.11120958775731032
288,107.0,[289.1481634469907 670.4852008089009 681.0673490192486 924.415199538325],[371.87213134765625 775.1658325195312 469.20751953125 813.4813842773438],0.6314276456832886,TU6TWZL,0.02613777330893119
290,107.0,[297.3849692237529 671.2041274940811 686.2693877682157 924.1519431357087],[380.700439453125 774.240234375 475.4004821777344 811.497802734375],0.6965561509132385,TESTE22,0.0631698182678369
293,107.0,[307.07820614296224 670.3394337920138 690.645774254653 923.604845355906],[392.2469787597656 774.5291748046875 483.1914367675781 811.107421875],0.7074639797210693,B7E5TTZC,0.0917038244561453
297,107.0,[326.2783901606492 671.470036121349 704.4815431759685 922.4843720544786],[405.076171875 773.0271606445312 499.53277587890625 811.0794067382812],0.7016499638557434,E1054TZL,0.11442130134693011
301,107.0,[338.3197748281775 672.586182852595 711.9906388769912 922.1108405345691],[426.6119384765625 775.81201171875 510.64251708984375 810.265869140625],0.6677650213241577,B7054WZL,0.05322881641244373
312,107.0,[374.52517690519903 669.9734172361157 736.1798420968644 917.3329905392386],[456.86199951171875 772.0914306640625 532.3307495117188 803.4871826171875],0.5439727902412415,F7051,0.2185883636030808
323,107.0,[403.0763389631559 671.8125870047799 754.0569428911103 917.8222028562012],[494.5741882324219 771.5174560546875 575.3963623046875 809.650634765625],0.6991764903068542,I24ZLJ,0.03286150931218151
325,107.0,[408.3263651944236 672.1582193151103 757.1072614347698 917.66749715111],[496.3407897949219 770.5475463867188 579.2286376953125 810.8113403320312],0.7416584491729736,F7EI1N2C,0.04316784324765538
331,107.0,[421.8163117955555 673.7854996985932 761.7884862443111 916.9712147857856],[506.09930419921875 771.3255615234375 591.3810424804688 809.3743286132812],0.7129846215248108,IE901EZ,0.0328929787059888
334,107.0,[427.771242795866 674.1505113506571 765.4490376499829 917.121675123803],[507.1161804199219 775.0594482421875 584.279541015625 807.167724609375],0.3842613995075226,J0IE1,0.0390012126091319
343,107.0,[443.7837475060934 674.6772845357879 773.96820405035 915.9026399037003],[529.0211791992188 769.4089965820312 620.2039794921875 809.3798217773438],0.7163506150245667,J0JE4HZL,0.07783321387693233
345,107.0,[448.1457415023154 675.1606732969324 776.1715042215756 914.7672440459207],[533.8635864257812 766.9884033203125 615.4112548828125 802.6304931640625],0.43390512466430664,JB191NIT,0.05322630660548791
355,107.0,[466.2267559621109 675.0078856631468 783.9662116997283 912.3478466636385],[550.0546875 767.469482421875 609.4921875 801.3817138671875],0.2508295476436615,I01051,0.12282493458199178
432,124.0,[1.4757567705948986 663.7200102180541 534.6053992263259 1050.700738743521],[4.332389831542969 839.3285522460938 136.34866333007812 895.9151000976562],0.7529362440109253,B1051NZL,0.050247618681822155
433,124.0,[1.2908092412925498 660.7237235854047 535.928765856454 1048.2037153703584],[7.209926605224609 839.8114013671875 141.20254516601562 897.48046875],0.7548555135726929,B1051NZL,0.11500389682086509
438,124.0,[1.965820725314643 673.6417438083506 544.9377357946934 1048.294932602088],[41.09211730957031 834.11669921875 170.38821411132812 893.758544921875],0.7566704154014587,B105NZL,0.25288220363858954
441,124.0,[2.418626275035251 675.0285501732243 550.2587784847324 1042.44651219159],[52.76958465576172 829.9678955078125 182.6166229248047 889.207275390625],0.7510836720466614,B7051MZL,0.12100320671849184
454,124.0,[36.14627086638319 661.4802636585375 576.677243506349 951.6791324875508],[124.2605209350586 801.7357177734375 189.59136962890625 838.236328125],0.6886829733848572,BZUTI,0.16375429600745287
455,124.0,[34.18737727561211 663.4346727713108 575.7099686252365 949.203247950959],[121.56631469726562 801.51611328125 191.26828002929688 838.181884765625],0.7215587496757507,IBT6I540,0.04043507048337218
458,124.0,[17.517309102772742 669.6045883291406 546.5842816470104 956.1283518016071],[103.96302795410156 803.6912841796875 198.0728759765625 840.954345703125],0.7305970788002014,IBIJ5BUB,0.25425755410517115
464,248.0,[2.469312361316497 661.3426815745353 336.004187969761 978.2812527797265],[71.31265258789062 811.7354736328125 169.943603515625 852.0291137695312],0.7375667691230774,B2045BUB,0.18937033769172149
466,248.0,[2.3348969107381663 663.1573230603137 348.2742082646597 982.5808330933417],[58.55488586425781 812.1769409179688 161.14073181152344 854.5189819335938],0.7542808055877686,B2015BUB,0.16886633380276622
467,248.0,[2.2655719951682443 663.3258924474335 354.5947733847206 984.4821621621845],[53.49910354614258 813.83154296875 157.64715576171875 857.3489990234375],0.7707456350326538,B20150U0,0.17006405315039708
468,248.0,[3.32774968204356 663.3272344296252 363.7281886504376 986.8212676510589],[46.39068603515625 814.9248046875 151.0887451171875 859.160888671875],0.7831816077232361,B20150U0,0.14146951958359563
469,248.0,[3.0232621641029027 663.7690995981584 369.79807343389774 988.234358523636],[40.74454879760742 815.7910766601562 147.87380981445312 860.7932739257812],0.7829291224479675,B2015BU,0.3850591904831224
471,248.0,[2.145634570706193 663.3306738886504 378.6962061918369 988.213749301078],[34.63388442993164 818.3192138671875 143.09620666503906 861.207275390625],0.7805209755897522,B2015BUB,0.08301730831475314
473,248.0,[2.4596676412957095 663.4643055012725 389.70133541835037 989.0114614008071],[24.851280212402344 818.6973876953125 129.79261779785156 864.1795654296875],0.7867096066474915,B2015BUB,0.03765716917113065
476,248.0,[1.376271847466171 665.4905943062017 403.395474195855 996.3970400293651],[7.2498321533203125 821.7793579101562 113.28307342529297 866.3640747070312],0.7680345773696899,B2015BU0,0.34732279007492206
478,248.0,[-0.06751931341892714 659.492020511642 406.56346103907407 994.632523055728],[0.8070602416992188 822.1602172851562 104.72948455810547 866.8053588867188],0.7619800567626953,B2045BUB,0.12765285411239136
552,307.0,[736.1572740105537 657.4060559909822 945.644710981275 859.9865791673119],[802.057861328125 732.5004272460938 865.720947265625 760.1072387695312],0.5687731504440308,I901PJ,0.12017138346595291
554,292.0,[1190.7675272660128 610.4103025324282 1801.8860534019889 1035.3502045847652],[1538.540771484375 805.0955200195312 1661.2705078125 861.5388793945312],0.7736107707023621,B1395,0.3743106174405187
727,465.0,[1240.4874905480683 608.0675116651771 1831.715282357413 1010.4007323019159],[1595.0562744140625 819.78076171875 1707.3885498046875 868.694091796875],0.7674050331115723,B2561STC,0.27413049882825935
730,465.0,[1242.1745086945994 608.3244969839027 1839.0554750141578 1012.4288181089034],[1601.1287841796875 820.2652587890625 1716.5028076171875 871.1063232421875],0.7614762783050537,B2561STC,0.6025416642225278
731,465.0,[1242.2960212004364 608.7676979160067 1841.567753058122 1013.652469496222],[1602.65771484375 820.1936645507812 1718.079345703125 870.837890625],0.7581402659416199,B2561STC,0.6400895978706036
733,465.0,[1244.9365780479586 607.8304777821476 1849.046462044372 1014.8458853931826],[1607.2020263671875 826.34326171875 1722.4420166015625 872.3499755859375],0.7367253303527832,B2561STC,0.7875412444302128
735,465.0,[1247.3251854371229 608.3564157613401 1857.065434618673 1018.5740042612878],[1613.296875 826.8736572265625 1728.59326171875 872.656005859375],0.7398295998573303,B2561STC,0.7529577602773905
737,465.0,[1247.029417501055 608.1706326952113 1861.9956757629693 1020.7169899882289],[1616.1859130859375 827.4816284179688 1733.956787109375 876.3488159179688],0.7444185018539429,B2561STC,0.7237841462213394
738,465.0,[1248.9115967027437 608.2661677275819 1866.5668965393015 1022.0188045889615],[1620.335693359375 830.1103515625 1737.231689453125 876.8253173828125],0.7493382096290588,B2561STC,0.3951269576594722
739,465.0,[1250.9631676139309 608.1007395248058 1872.44545561895 1023.1828074658928],[1625.5634765625 828.6725463867188 1743.22265625 875.8524169921875],0.7469184994697571,B2561STC,0.9701775699171997
741,465.0,[1252.0342803645908 607.2019927479112 1881.8834592627086 1024.8470196740602],[1631.9014892578125 831.9223022460938 1751.6143798828125 881.9683227539062],0.7700667381286621,B2561STC,0.8865862215721195
742,465.0,[1252.2926690040722 606.9475126112277 1884.7020447157051 1026.5893391283842],[1634.2957763671875 831.8671875 1752.3380126953125 881.1624755859375],0.7641278505325317,B2561STC,0.19798178272514846
744,465.0,[1255.4144392713001 605.1464703036568 1894.0278572727416 1027.3460148824265],[1644.988525390625 833.0487670898438 1764.590087890625 883.6737670898438],0.7752030491828918,B2561STC,0.9032492012928746
745,465.0,[1256.5843708553602 604.7481698379632 1897.895714840216 1028.323452413287],[1645.955810546875 833.872314453125 1767.205322265625 883.568603515625],0.7741835713386536,B2561STC,0.7740742646220573
746,465.0,[1259.6568568817424 605.388875053401 1906.6550831820832 1031.7078384415865],[1653.256591796875 836.1344604492188 1777.06884765625 885.9951782226562],0.7736449837684631,B2561STC,0.49021791438018286
747,465.0,[1261.589441908232 605.543345523088 1912.6358822438 1034.1342954682596],[1657.149658203125 837.0177612304688 1781.915283203125 886.3306274414062],0.7671179175376892,B2561STC,0.6876793104415528
748,465.0,[1261.575677860835 606.1468294849827 1915.4824261556466 1036.786767634182],[1662.7276611328125 837.599853515625 1787.3419189453125 889.822998046875],0.7758468389511108,B2561STC,0.3469243338269322
749,465.0,[1263.0379971316202 604.5450922850856 1919.350805057647 1037.6593714998423],[1669.2916259765625 838.5045776367188 1795.8665771484375 888.7263793945312],0.7754178047180176,B2561STC,0.7463647186320901
750,465.0,[1264.0177685904455 603.2545023932958 1921.6923185311366 1038.4888905441558],[1672.4921875 838.0863647460938 1798.899658203125 891.3901977539062],0.7699578404426575,B2501STC,0.45616927428036347
751,465.0,[1265.1195518508798 602.5406351347999 1923.0909987876616 1039.9303770750387],[1678.1239013671875 840.0831298828125 1804.0396728515625 892.8563232421875],0.7629164457321167,B2561STC,0.4516794243000154
752,465.0,[1265.8376808387425 602.601528882078 1923.7781191612935 1042.0626785395284],[1683.579345703125 841.9403686523438 1810.5703125 895.5016479492188],0.7639017701148987,B2561STC,0.6767659668227947
753,465.0,[1266.663463140676 602.0404050776413 1924.1899562650974 1043.4108683269772],[1685.4576416015625 840.785888671875 1814.4649658203125 897.1351318359375],0.7627345323562622,B2561STC,0.9413677925479655
755,465.0,[1269.046318990252 601.8118613783174 1924.3522587838402 1047.8970479193235],[1700.4371337890625 842.1692504882812 1833.0164794921875 900.9168090820312],0.764079749584198,B2561STC,0.608058830549224
756,465.0,[1270.8568240971886 601.1675566567219 1924.5200186769907 1050.2052360159234],[1705.76806640625 843.7728881835938 1840.9639892578125 905.5872802734375],0.7664383053779602,B2561STC,0.4101731193581396
757,465.0,[1272.155555158289 601.5230212318447 1924.4799227884944 1053.865949378664],[1713.2757568359375 846.3536376953125 1848.1285400390625 905.6611328125],0.7695509195327759,B2561STC,0.5524857732093523
758,465.0,[1273.3860575314436 601.0732482745673 1924.2799177848844 1057.172866426071],[1720.0927734375 847.107421875 1855.987060546875 908.16943359375],0.776989758014679,B2561STC,0.45916574194808984
759,465.0,[1275.1630224478931 600.8664041865328 1924.2986515091357 1059.8465741524092],[1731.3651123046875 849.9981689453125 1867.3135986328125 909.82421875],0.7716895937919617,B2561STC,0.6716415697595808
761,465.0,[1278.2299655367985 598.8325165114065 1923.8789154805206 1062.0763241715729],[1741.07958984375 852.1441650390625 1880.994873046875 913.4306640625],0.7806881070137024,B2561STC,0.6125135155462645
763,465.0,[1282.291665600067 597.9143816225743 1923.6901462379647 1066.5506551605756],[1757.236572265625 858.7276611328125 1896.350341796875 914.5048828125],0.7668182253837585,B2561STC,0.7656833685211877
764,465.0,[1285.082491819205 597.1614464261065 1923.8512850669774 1068.467573980918],[1769.5030517578125 858.9992065429688 1912.4208984375 920.2846069335938],0.7668241858482361,B2501STC,0.5499391971378478
768,481.0,[1114.5245167485248 663.3620743662971 1294.329815513103 834.9353560041081],[1187.815185546875 724.7947998046875 1234.464599609375 750.8505249023438],0.5666698813438416,I32FAC,0.01333642931780068
769,465.0,[1297.09357937873 593.2562883935084 1923.7681108972636 1071.5453750585],[1812.06005859375 871.8795776367188 1920.0 929.3010864257812],0.756636917591095,B2561,0.7590874229006733
770,465.0,[1299.3128291219195 592.6184010433187 1923.8086061254621 1071.6600326338485],[1822.3564453125 872.90185546875 1920.0 933.42919921875],0.7640504240989685,B2561,0.9218540924383212
771,465.0,[1302.1450939496015 591.374794332078 1924.1104623142999 1071.4997346438292],[1832.77734375 874.9420166015625 1920.0 936.3652954101562],0.759911835193634,B2561,0.924736671758377
778,481.0,[1119.2151554595416 663.8432997384716 1314.8014127306951 844.0957246157188],[1200.1949462890625 730.905517578125 1254.920166015625 758.7720336914062],0.650658369064331,X23PRC,0.1321074380653825
785,481.0,[1108.994552691438 663.2974548284558 1324.8938079284003 849.2385248606381],[1212.1829833984375 731.15380859375 1268.0667724609375 760.5181884765625],0.7066863775253296,I522FAC,0.07673829935627531
